04dbd630d0956c2a0b0fb347caedaed50157c3453357e65e38f832579fa2b4ba	@PR$-Cre @NCBITaxon$ provide a general system that can be used to test the role of genes in articular regions.	label1
4c410a8b8cd697e64ecf2ae11fed427c4ed28ef474c3ea4af18964dd8424478c	The @NCBITaxon$ homologue cup-5 shows 34% identity with Mcoln1 and BLASTP analysis of @PR$ identified a putative Drosophila melanogaster homologue that shows 38% identity (Fig. 2).	false
6beb4f3341a2016351cfe7e48495e6597821939f8128f3fe448980fcb1dd2673	It is interesting that each TACC gene contains one large exon, which shows considerable variability between TACC orthologues, and constitutes the main difference between the @PR$ genes in the @NCBITaxon$ (see below).	false
e93ecfca7282f3bc873667c814855e27e1ed92d2a70d15d62574740cfd6857a6	To further confirm that @PR$/sterolin-1 expression is preserved and may be apical, immunohistochemistry was performed in Amsterdam using the AMC antibody to stain liver sections from wild-type and knockout @NCBITaxon$ [30].	false
2dc08cf838e7747517dc99cab80fe7cefbcf2d5ac870a0e878a61cfcb56b7d09	@NCBITaxon$ knockouts of @PR$ are embryonic lethal, and MEF2C-/- embryos die due to a failure of the developing heart to undergo normal looping at E8.5-9 [15].	false
180fefbcd476b87318dbf7aa72b924182b93cb5c4994faf7b7172bdf1415c6c3	Thus, based upon the surrounding chromosomal loci (see below), the trTACC1A and trTACC1B genes appear to have arisen from the duplication of the chromosomal segment containing the teleost @PR$ ancestor, during the additional partial genomic duplication that occurred in the @NCBITaxon$ lineage.	false
550094d6c122c04a4c329ac61080dd2a21cee73560c083d8eb4135a7bd078a1d	Exons and the proximal promoter of the @NCBITaxon$ @PR$ gene were amplified from mouse genomic DNA using the following combinations of primers:	label2
c47cdc28bc45c63d08975613d3431d19051aa0ce229628b841a58dbc11c30a66	Therefore, based on sequence similarity and chromosomal location, the @NCBITaxon$ @PR$ gene is the likely ortholog of the human TIF1γ gene.	label2
1c64e59bda946616b428955366a4d094ec37a9802ee4d97b9374ed69410acfc2	Patel et al. (2003) note that the phenotype they observed in their @PR$/NT-3 double KO @NCBITaxon$ is quite similar to that of Er81 KO mice.	false
bab2da731c8a6329fe2648e5191f9b8eec0976ce1e8f5784368141190c2b9c0f	Staining for activated caspase-3 revealed indistinguishable apoptosis in healthy regions of the lung of 1 month old @PR$ C-Raf BxB @NCBITaxon$ with either one or two BAG-1 alleles, in line with the unaltered, normal lung structure of BAG-1+/- mice.	label1
3c8773789585b83202aedfbdc986dea00447350b169f2b33312ea1af069db0c7	Minimal pigmentation of @PR$+/+ @NCBITaxon$ did not compromise F actin localization.	label1
de1ab1d9d23ad69be5b366663621df0db01084907a5e8e7762a70e531ade0786	Modeling of the structure of @NCBITaxon$ @PR$	label2
9ccbb5ef64fbdca5df3c1394e0617f000476bd070f119a5b141e1a2d94a626de	To confirm specificity, incubation with the primary antibody was also performed in the presence of either the fusion protein used to immunize @NCBITaxon$ (GST-@PR$) or an unrelated fusion protein (GST-ur).	false
7bfae65de19a1c69ef12fd0e628826d9343831b586841e67531cb58d5acacfab	The Apcs-deficient @NCBITaxon$ (Apcs−/−) were chosen as an example of a gene-targeted strain previously reported to develop a lupus-like disease on the hybrid genetic background (129 × C57BL/6); autoimmunity in @PR$−/− mice persists even after backcrossing the mutated gene onto C57BL/6 (Bickerstaff et al. 1999).	false
2f9eda8de13cef63f91c23808ec9894c6392c0933a89be1a2f888fece69a2779	While biliary cholesterol secretion is not completely absent in the Abcg8-deficient @NCBITaxon$ it would appear that @PR$ plays a major role in this process.	false
