9e046c38e878d96eb90ffa29dd8da3ed13cd726c	@DISEASE$ is a dose-limiting and debilitating side effect of the chemotherapeutic drug, @CHEMICAL$.	causes_or_contributes_to
13d7956746681544608176a93f6ddebe427644a3	The tumor had features typical of @DISEASE$ on light and electron microscopy, immunohistochemical evidence of factor VIII-related antigen produced in tumor cells, and a high labeling index with @CHEMICAL$.	false
1b602f0ddf79cb87e1a8b2f368baa398a8e237e6	We then established @CHEMICAL$ interaction networks of the overlapped targets and isolated the hub genes by 11 algorithms based on the topological structure of the networks, including Sdc4, Vegfa, and Cp in the Cortex-Adult subgroup, Gria1 in the Cortex-Juvenile subgroup, and Kdr, S1pr1, Ubc, Grm2, Grin2b, Nrxn1, Pdyn, Grin3a, Itgam, Grin2a, Gabra2, and Camk4 in the Hippocampus-Adult subgroup, many of which have been associated with @DISEASE$ in previous studies. -- PMID:31743624	false
14c35c170030bd11b22e06d89cb8cfc512f23b76	Low serum @CHEMICAL$ levels, hyperkalemia, decompensated metabolic acidosis, spontaneous hypoglycemia, DIC and renal failure occured more often in the patients with liver @DISEASE$ who died during hospitalisation.	false
83b073e22cf9520159e2e81aa4e88adff5d940bb	@DISEASE$, vomiting, and diarrhoea remain the main adverse @CHEMICAL$ reactions (ADRs) associated with levofloxacin.	false
efcd5cd7f584b44b949e7974459b34eeec45550d	@CHEMICAL$ used for prophylaxis and/or treatment of mycoses also have adverse endocrine and metabolic effects, including hypoadrenalism, hypogonadism, hypoglycemia, dyslipidemia, hypernatremia, hypocalcemia, hyperphosphatemia, @DISEASE$ or hypokalemia, and hypomagnesemia.	causes_or_contributes_to
7465305121135aeaad517a144b3ed95d319b09d7	Animals were divided into saline/control, saline/quercetin 5?mg/kg, @CHEMICAL$/quercetin 25?mg/kg, saline/quercetin 50?mg/kg, saline/simvastatin (0.04?mg/kg), hyperlipidemia, @DISEASE$/quercetin 5?mg/kg, hyperlipidemia/quercetin 25?mg/kg, hyperlipidemia/quercetin 50?mg/kg, and hyperlipidemia/simvastatin.	false
cdc90478f258fa8ed8cc5999075720e78adbb77e	@CHEMICAL$ was well tolerated and effectively controlled hypercalcemic @DISEASE$; however, it did not improve bone mineral density and discontinuation led to parathyroid hormone rebound.	treats
ba61da1b29f34c7404c7d2be132df3532b65a1d0	To compare the efficacy of 1% @CHEMICAL$ with a mixture of 0.5% bupivacaine and 2% lidocaine in peribulbar anesthesia for elective @DISEASE$ surgery.	false
f8ae80a49e32e16ede42976c7e81d960fc140728	Effective surgical treatment of obesity may be mediated by ablation of the lipogenic gut hormone gastric inhibitory polypeptide (@CHEMICAL$): evidence and clinical opportunity for development of new @DISEASE$-diabetes drugs?	false
3e6ae17bf22c411b1b25f9143bfd791c8bc981ce	The severity of hypercalcemia and @DISEASE$ was significantly milder when the @CHEMICAL$ was given at 14HALO.	causes_or_contributes_to
