a92d8d0d4b	We confirmed by confocal microscopy that @CHEMICAL$ priming induced an increase in the membrane clustering of activated @GENE$ induced by CD3 cross-linking.	activates
c52d5e33bb	Facilitated diffusion of @GENE$ are involved in the transmembrane carriage of @CHEMICAL$.	transported_by
9d19f293b1	H The mRNA levels of MUC2, MUC5AC, MUC17, @GENE$, RETNLB, FCGBP, and ATF4 in the T84 cells after treatment with @CHEMICAL$.	other
164824519f	Such individuals were older (p = 0.001) and displayed higher phosphate (p = 0.03), @CHEMICAL$ (p = 0.001), hs-CRP (p = 0.001) and @GENE$ (p = 0.03) levels, as well as lower diastolic BP (p = 0.001) and higher pulse pressure (p = 0.009).	other
1e358384f4	In particular, progressive obesity caused increases in Star and @GENE$ mRNA expression, which catalyze the side-chain hydroxylation and cleavage of @CHEMICAL$ to pregnenolone; and mRNA levels of Erα and Erβ were increased after several weeks, associated with a temporal pattern and lower levels of the E2 receptor to higher body mass, potentially resulting in decreased numbers of primordial and primary follicular.	metabolized_by
ff3eedd060	In the PPAR signaling pathway, FABP2 mediates fat absorption by the binding and intracellular trafficking of long-chain free fatty acids, and @GENE$ is a lipid droplet-associated protein that facilitates @CHEMICAL$ storage and prevents efflux in macrophages.	other
52ab131ed0	Bone Targeted Delivery of @GENE$ via @CHEMICAL$ Functionalized Nanoparticles in Guiding Stem Cell Migration	other
93606e4bb9	The best study effect of @CHEMICAL$ on inflammation is on @GENE$ levels.	other
da19f6225f	(A) Schematic presentation of the mechanism in pulmonary fibrosis affected by DHM: TGF-β1 could induce fibroblasts to differentiate into myofibroblasts and overexpress @CHEMICAL$, Col1a1, and α-SMA in vitro, while DHM could suppress this differentiation progress by inhibiting the @GENE$/p-STAT3/Glut1 signaling pathway; DHM could also alleviate pulmonary fibrosis induced by BLM via suppressing the differentiation of fibroblasts in the mouse model.	other
d52fce3aa0	The role of @GENE$ in regulating @CHEMICAL$-induced hippocampal neurotoxicity    	other
42f4e96d37	Moreover, the higher interleukin (IL)-10, IL-4, C-reactive protein, @GENE$, P-section, CD40L, and MIP-1β and lower I-TAC were associated with increased @CHEMICAL$ resistance.	other
7647f55ea8	Effect of optimized @CHEMICAL$ formulation on the contents of IL-17, MMP-3, @GENE$ and TNF-α        	other
4dfc091129	Although the biosynthesis of melanin is complex and involves several steps, so far only three main @CHEMICAL$-like proteins have been identified: tyrosinase (TYR), @GENE$ (TYRP1), and tyrosinase-related protein 2 (TYRP2).	other
449a62ed45	With the aim of analyzing whether @CHEMICAL$ was able to influence the @GENE$ expression in GBM cells, the T98G and U251MG cells were treated with the different concentrations of TMZ for 3 days, and the COX-2 levels were analyzed.	modulates
6841823897	Ingestion of OFO diet significantly upregulated Myf5, IGF1, @CHEMICAL$, and COL1A-2 mRNA expression and significantly decreased @GENE$ mRNA expression compared to the FFO group at 30 days (P < 0.05).	deactivates
fc112b3a2c	@GENE$ delivers iron to ferritin and to the non-haem iron enzymes in the cytosol, whereas Pcbp2 interacts with membrane proteins to facilitate Fe(II) trafficking in and out of the cytosol, binding to @CHEMICAL$-loaded DMTI and to Fpn1.	other
8ebddee8a8	The mechanisms of ATP release from cells involve in exocytosis, plasma membrane-derived microvesicles, calcium homeostasis modulator 1 (@GENE$), specific @CHEMICAL$-binding cassette (ABC) transporters, volume-regulated anion channels (VRACs), maxi-anion channels (MACs) and membrane channels [connexin (CX), pannexin (PANX)].	other
d8fa8085d6	Four different stages after SCI can involve the cytokines IL-1α, IL-6, @GENE$, IL-11 and TNF-α as well as the chemokines granulocyte colony-stimulating factor (@CHEMICAL$) and granulocyte-macrophage colony-stimulating factor (GM-CSF).	other
063f00a2a6	@CHEMICAL$ perception starts at the dual affinity transporter and sensor (transceptor), @GENE$.1.	transported_by
a2f91fcc9a	Interferon-gamma (IFN-γ), @CHEMICAL$ (IL-10), interleukin-6 (IL-6), interleukin-8 (IL-8), tumour necrosis factor-alpha (TNF-α), C-reactive protein (CRP), soluble intracellular adhesion molecule-1s (ICAM-1), soluble vascular cell adhesion molecule-1 (sVCAM-1), soluble urokinase plasminogen activation receptor (suPAR), alpha-2-macroglobulin (A2M), tumour necrosis factor receptor 1 (TNFR1), tumour necrosis factor receptor 2 (@GENE$), interleukin-1 receptor type 1 (IL-1RT1), interleukin-1 receptor type 2 (IL-1RT2), interleukin-2 receptor subunit alpha (IL-2RA), interleukin-6 receptor subunit alpha (IL-6RA), cluster of differentiation 93 (CD93).	other
02ee1a4c9e	These carrier proteins include those involved in the transport of thyroid hormones (transthyretin, thyroxine-binding globulin), retinol (retinol binding protein 4), steroid hormones (corticosteroid binding globulin, sex hormone-binding globulin), and other @CHEMICAL$ (@GENE$).	other
e4085d6359	There was a statistically significant decrease in @GENE$ activity in TBI + @CHEMICAL$ group compared to TBI group without doxycycline treatment (p < 0.05; n = 4) (Fig. 5).	deactivates
2fb5cabd99	Mutation to alanine of Ser383 abrogated the effect of LV-Asprosin on ABCA1 and ABCG1 expression (Fig. 3F) as well as NBD-@CHEMICAL$ efflux to @GENE$ (Fig. 3G) and HDL (Fig. 3H).	other
d6bdbf3421	Changes in @GENE$ and receptors can affect cellular @CHEMICAL$ content and may lead to the development of ferroptosis.	other
00a1ea64b6	First, we initiated KrasG12D-driven p53-proficient tumors, allowed growth for 6 weeks, and then administered @CHEMICAL$ to delete Foxa1 alone (KF1), Foxa1 and Foxa2 (KF1F2), @GENE$ alone (KN), or Nkx2-1, Foxa1 and Foxa2 (KNF1F2).	other
b818b60527	Within the LPS-stimulated L6 myotube cultures, only @CHEMICAL$ reduced the level of mRNA expression of Tnfα and @GENE$ compared to Con (p < 0.05), whereas Ace and Pro did not differ from Con (Figure 1A,B).	deactivates
56c190a99b	It was reported that @CHEMICAL$ and albiflorin (main compounds of TGP) could regulate the activity of @GENE$ and CYP2D6.	modulates
0913d3e9ea	(b) Molecular docking of @CHEMICAL$ with @GENE$.	other
a823f0f7ed	Phosphorylated @GENE$ was increased by injection of @CHEMICAL$ as well as GHRH.	activates
11c3fffc25	The samples were tested for human interleukin 1α (@CHEMICAL$), IL-1β, IL-2, @GENE$, IL-5, IL-6, IL-10, IL-12, IL-13, IL-15, IL-17, IL-23, gamma interferon (IFN-γ), tumor necrosis factor alpha (TNF-α), and TNF-β using Quansys Biosciences’ Q-Plex human high-sensitivity multiplexed enzyme-linked immunosorbent assay (ELISA) array.	other
166d99222e	d, A side-view comparison of GLP-1 bound the @GENE$ (PDB 6X18), the GLP-1R without agonist (PDB 6LN2) or G-protein bound, and Ex4-@CHEMICAL$ bound to the GLP-1R in conformers 1 and 2 (colored blue and orange, respectively); no ligands are shown.	other
7c692a8495	Figure S2: Impact of @CHEMICAL$ treatment on intracellular levels of @GENE$, NMT2, HGAL, and Lyn in the CD4+ T cell population.	modulates
5f97be1b4c	post-transfection to analyze cytokines (tumor necrosis factor-α [TNFα], vascular permeability factor/vascular endothelial growth factor [VEGF], interferon-gamma [IFNγ], interleukin IL-1α (IL-1α), IL-2, IL-4, IL-5, IL-6, IL-7, IL-10, IL-12, IL-13, IL-17α), and chemokines (granulocyte-colony stimulating factor [G-CSF], granulocyte-macrophage colony-stimulating factor [GM-CSF], macrophage colony-stimulating factor [M-CSF], monocyte chemoattractant protein-1 (MCP-1/CCL2), macrophage inflammatory proteins 3α [MIP-3α/CCL20], MIP-1β/@GENE$, RANTES [CCL5], Keratinocyte chemoattractant (KC)/human growth-regulated oncogene (GRO), @CHEMICAL$ (EPO)) using Bio-Plex-Pro-Rat Cytokine, Chemokine, and Growth Factor Magnetic Bead-Based Assays (Bio-Rad, USA) coupled with the Luminex-200 system (Thermofisher, USA).	other
ab2118c412	Besides, the expression of @GENE$ in invasive breast cancer was significantly associated with angiogenesis and expression of @CHEMICAL$.	other
073a44ba39	For immunohistochemical staining, sections were blocked with 10% goat @GENE$ in PBS for 15 min at room temperature and incubated with primary NLRP3 antibody (1:200, Santa Cruz Biotechnology Cat# sc-66846, RRID: AB_2152446), caspase-1 antibody (1:200, AbcamCat# ab179515, RRID: AB_2884954), IL-1β antibody (1:200, Santa Cruz Biotechnology Cat# sc-7884, RRID: AB_2124476), CD 68 antibody (1:200, AbcamCat# ab125212, RRID: AB_10975465), interferon-alpha (IFN-α) antibody (1:100, Abcam, ab193055), @CHEMICAL$ (IFN-β) antibody (1:100, Abcam, ab140211), or interferon-gamma (IFN-γ) antibody (1:100, Abcam, ab25101), overnight at room temperature.	other
5700d7457e	We used a 27-plex assay to measure levels of interleukin 1 beta (IL-1β), receptor for interleukin 1 (IL-1ra), interleukin 2 (IL-2), interleukin 4 (IL-4), @GENE$ (IL-5), interleukin 6 (IL-6), interleukin 7 (IL-7), interleukin 8 (IL-8), interleukin 9 (IL-9), interleukin 10 (IL-10), interleukin 12 (IL-12), interleukin 13 (IL-13), interleukin 17 (IL-17), @CHEMICAL$ (IFN-γ), interferon gamma-induced protein 10 (IP-10), monocyte chemoattractant protein 1 (MCP-1), macrophage inflammatory protein 1 alfa (MIP-1α), macrophage inflammatory protein 1 beta (MIP-1β), tumour necrosis factor alfa (TNF-α), regulated on activation, normal T cell expressed and secreted (RANTES), eotaxin, fibroblast growth factor (FGF), platelet derived growth factor (PDGF), vascular endothelial growth factor (VEGF), granulocyte colony-stimulating factor (G-CSF), granulocyte-macrophage colony-stimulating factor (GM-CSF).	other
741af66594	(vi) 25-HC directly activates @GENE$-dependent esterification of cholesterol in the ER, facilitating the deposition of excessive @CHEMICAL$ in the lipid droplets (LDs).	other
31bfb6ef67	These included interleukin-1β (IL-1β), IL-1α, IL-1ra, IL-2, IL-2Rα, IL-3, IL-4, IL-5, IL-6, IL-7, IL-8, IL-9, IL-10, IL-12 (p40), IL-12 (p70), IL-13, IL-15, IL-16, IL-17A, IL-18, interferon-α2 (IFN-α2), interferon-γ (@GENE$), tumor necrosis factor-α (TNF-α), tumor necrosis factor-β (TNF-β), @CHEMICAL$ (G-CSF), macrophage colony-stimulating factor (M-CSF), granulocyte-macrophage colony-stimulating factor (GM-CSF), leukemia inhibitory factor (LIF), stem cell factor (SCF), vascular endothelial growth factor (VEGF), Eotaxin, macrophage inflammatory protein-1α (MIP-1α), macrophage inflammatory protein-1β (MIP-1β), basic fibroblast growth factor (FGF basic), monocyte chemotactic protein-1 (MCP-1) or monocyte chemoattractant activating factor (MCAF), monocyte chemotactic protein-3 (MCP-3), nerve growth factor-β (β-NGF), RANTES, stromal cell derived factor-1α (SDF-1α), platelet-derived growth factor-BB (PDGF-BB), growth related oncogene-α (GRO-α), hepatocyte growth factor (HGF), interferon inducible protein-10 (IP-10), cutaneous T-cell attracting chemokine (CTACK), mifepristone (MIF), gamma-interferon-induced monokine (MIG), stem cell growth factor-β (SCGF-β), and TNF-related apoptosis-inducing ligand (TRAIL).	other
f23bca6cfb	The patients given Breztri Aerosphere showed significantly lower levels of pulmonary vascular resistance (PVR), mean pulmonary arterial pressure (MAPA), pulmonary artery wedge pressure (PAWP), interleukin-6 (IL-6), interleukin-10 (@CHEMICAL$), tumor necrosis factor-alpha (TNF-α), and @GENE$ (PCT) versus those receiving conventional treatment.	other
d3698da8a2	Small molecules in the binding of @GENE$ to @CHEMICAL$ formed hydrogen bonds with GLU-353 and GLN-271, and small molecules in the binding of TLR7 to Zofenopril-calcium formed hydrogen bonds mainly with LYS-464.	other
ac93eba2fc	Taken together, we hypothesis that @CHEMICAL$ up-regulated @GENE$ in neuropathic pain through the activation of GABAergic inhibitory transmission.	activates
79826ba78a	iPSC colon organoid monolayers were treated with 1%, 10%, or 25% batch fermentation supernatant (BF) for 72 h. mRNA expression of several markers including leucine‐rich (LGR5), lysozyme (LYZ), @CHEMICAL$ (ALPI), chromogranin A (CHGA), monocarboxylate transporter 1 (MCT1), mucin‐2 (@GENE$), mucin‐3A (MUC3A), mucin‐4 (MUC4), mucin‐5 AC (MUC5AC), trefoil factor 3 (TFF3), Toll‐like receptor 2 (TLR2), Toll‐like receptor 3 (TLR3), Toll‐like receptor 4 (TLR4), Toll‐like receptor 5 (TLR5), claudin‐3 (CLDN3), occludin (OCLN), tight junction protein 1 (TJP1), and cadherin 1 (CDH1) were analyzed and compared to controls which are set to 1.0.	other
6e4a2b6bc6	The protein expressions of @GENE$ (P < 0.05) and CPT1b (P < 0.05) were increased upon @CHEMICAL$ treatment (Figures 5F,G).	activates
9e2967c33c	The oxidative stress associated with @CHEMICAL$ will change the level of @GENE$, AP1, and cAMP, and these factors are actively involved in gene translation and expression and may result in cell death.	modulates
a340aded86	In conclusion, we have provided the first evidence to the fact that attenuated cholesterol liver uptake caused by the @GENE$-LDLR pathway is responsible for hypercholesteremia in the state of @CHEMICAL$ deficiency, in which AR and testosterone without transformation to DHT are required.	other
888f6a1712	This kit was custom-made by RD-Systems with mouse Luminex magnetic beads for the following cytokines and growth factors: Angiopoietin-2, Chemokine (C-C motif) ligand 3 (CCL-3), CCL2/Monocyte Chemoattractant Protein-1 (MCP-1), CCL3/Macrophage Inflammatory Protein-1α (MIP-1α), @GENE$/MIP-1β, C-X-C Motif Chemokine-10 (CXCL-10), Fibroblast Growth Factor-basic (@CHEMICAL$), Intercellular Adhesion Molecule-1 (ICAM-1), Interferon-gamma (IFN-γ), Interleukin- 1α (IL-1α), IL-1β, IL-4, IL-6, IL-10, IL-12, IL-17A, Matrix Metalloproteinase-9 (MMP-9), Tumor Necrosis Factor- alpha (TNFα), and Vascular Endothelial Growth Factor (VEGF).	other
548fa5e72e	Guo et al. found that the protein encoded by the @GENE$ gene in Arabidopsis has a similar sequence to that involved in @CHEMICAL$ synthesis in the snail, but this protein has no sequence similarity to typical animal NOS proteins, and the recombinant AtNOS1 in vitro has no NOS activity for the oxidation of arginine to produce NO.	other
dc8247b1db	In summary, our findings suggested that the m6A methyltransferase METTL3-induced lncRNA SNHG17 promotes @CHEMICAL$ resistance in LUAD by epigenetically repressing LATS2 by recruiting EZH2 to the @GENE$ promoter (Fig. 9), suggesting that the lncRNA SNHG17/EZH2/LATS2 axis might be a potential therapeutic target for gefitinib-resistant LUAD patients.	other
624e41e1ee	Brain assessments indicated that while @CHEMICAL$ alone did not impact @GENE$, GAD67, or IGF1-R expression within the parameters tested, EE modified GAD65 and GAD67 expression, providing a putative mechanism through which this synthetic estrogen impacts cognition, in a similar fashion to the interplay between endogenous E2 and GABAergic activity.	other
d4a6eb36ca	The blood @CHEMICAL$ profiles in @GENE$-MODY have not been fully described, in contrast to glucokinase-MODY and HNF1A/HNF4A-MODY, in which hyperglycemia has been shown to occur in the fasting and postprandial states, respectively.	other
76a0c3be11	Catabolism of @CHEMICAL$ by @GENE$ produces cytosolic Glu.	metabolized_by
5838d73a29	Using primary neuron cultures exposed to 100 μM @CHEMICAL$ (which is considered the threshold of Mn toxicity in vitro) and intraperitoneal injections of MnCl2 (25mg/kg) in rat, we observed that Mn increased mitochondrial fission mediated by phosphorylation of dynamin-related protein-1 at serine 616 (p-s616-DRP1) and decreased mitochondrial fusion proteins (@GENE$ and MFN2) leading to mitochondrial fragmentation, defects in mitochondrial respiratory capacity, and mitochondrial ultrastructural damage in vivo and in vitro.	other
74aa99572b	Notably, CPS1 produces carbamoyl @CHEMICAL$ in a more economical manner than the CAD enzyme: while CAD requires glutamine as a source of nitrogen, @GENE$ can use free ammonium ion instead (Figure 6D).	other
d1965ea626	The following cytokines and chemokines were analyzed in serum: interferon alfa (@CHEMICAL$α), interferon-gamma (IFN-γ), interleukin 10 (IL-10), interleukin 1 beta (IL-1β), @GENE$ (IL-4), interleukin 6 (IL-6), interleukin 8 (IL-8), tumor necrosis factor-alpha (TNF-α), and interleukin (IL-12) using the 9-Plex Porcine ProcartaPlex Panel 1 (ThermoFisher Scientific, EXP090-60829-901).	other
