7df3a1a949	@DISEASE$ is associated with in-hospital death of patients with @PHENOTYPE$	has_phenotype
24851d7b2c_1	In 5% of patients, gastrointestinal deposits cause clinical manifestations of gastrointestinal @PHENOTYPE$, and in 15% of patients the deposit is in the liver with the development of @DISEASE$/splenomegaly and different grades of organ dysfunction.	other
1d763c6e6b	Third, dehydration induces @PHENOTYPE$, which may contribute to @DISEASE$ through vasculopathy, glomerular hypertension, and tubular injury.	has_phenotype
5fcb2582a2	@PHENOTYPE$ shows epidermal @DISEASE$ and well-organized granulomas with a high frequency of IL-17-expressing cells.	has_phenotype
b49d60f1db_other	Acute @DISEASE$ is the most important risk factor for @PHENOTYPE$ and, to a lesser extent, FD in children  and adults.	other
e05bc0eb38_1	@PHENOTYPE$ is defined as new‐onset @DISEASE$ diagnosed during pregnancy, and the risk of GDM is significantly increased in women with obesity, with almost 50% attributable to elevated body mass index (BMI).	other
c13db30017	According to a prospective study in Turkey with an average follow-up of 5.9 years, significant independent predictors of @PHENOTYPE$ are @DISEASE$ (risk ratio = 2.61 (95% CI 1.87–3.63))	has_phenotype
2d16399db2	The development and validation of a clinical prediction model to determine the probability of @DISEASE$ in patients with young-onset @PHENOTYPE$	has_phenotype
22ca3c0674_other	Moreover, BMAC injections were found to provide clinical results comparable with TKA in a population of 30 young patients affected by @DISEASE$-related @PHENOTYPE$ but with lower adverse events, thus suggesting, with all the limits inherent of a small survey, the possibility to delay joint replacement through the application of a regenerative therapy.	other
23000e1266	Most of @PHENOTYPE$ cases with respiratory symptoms, such as cough, shortness of breath, @DISEASE$, and acute respiratory distress syndrome, have a high mortality rate and positive SARS-CoV-2 polymerase chain reaction (PCR) without seropositivity.	has_phenotype
5abb365647_other	The effect of sitagliptin on reducing BMI and the occurrence of @PHENOTYPE$ in obese patients with insulin treatment-induced @DISEASE$ might be correlated with decreased leptin levels and increased adiponectin levels.	other
e9676ec12c	@PHENOTYPE$ manifests with urticaria, purpura, @DISEASE$, ulcerations, livedo reticularis and skin nodules.	has_phenotype
dbc611b569_other	@DISEASE$ is characterized by dental dysplasia, @PHENOTYPE$, and diffuse arterial calcifications associated with phosphate release, which could be reproduced experimentally in mice.	other
f33de482ce	@DISEASE$ affects overall more than 50% of patients with @PHENOTYPE$, whilst the prevalence of AF increases proportionally with the severity of the HF, reaching as much as over 50% of patients in New York Heart Association (NYHA) functional class IV.	has_phenotype
39d69f3838	Acute-on-chronic liver failure (ACLF) has been identified as a separate clinical entity from acute liver failure and acute decompensated cirrhosis and defined as “a syndrome in patients with chronic @PHENOTYPE$ with or without @DISEASE$, which is characterized by acute hepatic decompensation, organ failures, and a 28-d mortality greater than 15%.”	has_phenotype
