e19e1339a012c12975d652ec1cdc27a87f20c68169f4a9089fe9fb70adab4dfe	'_CHEMICAL_ circles of influence' in Kaposi _PHENOTYPE_.	PMID:31576316	RNA	CHEBI:33697	[[1..4]]	sarcoma	HP:0100242	[[37..44]]	null	45	N	'RNA circles of influence' in Kaposi sarcoma.	'RNA circles of influence' in Kaposi sarcoma.
e8f523101e2e65c95627bb7313a4716ca96aea66a7b248b35bc2c731e229473f	[Nuclear _CHEMICAL_ in testis (NUT) midline _PHENOTYPE_].	PMID:31830767	protein	CHEBI:36080	[[9..16]]	carcinoma	HP:0030731	[[41..50]]	null	52	N	[Nuclear protein in testis (NUT) midline carcinoma].	[Nuclear protein in testis (NUT) midline carcinoma].
72ac3526635bd7884b2373ab19339164023faad63df20f301a2ea7d76683eb6e	[Predictive _CHEMICAL_ in _PHENOTYPE_].	PMID:31705236	biomarkers	CHEBI:59163	[[12..22]]	bladder cancer	HP:0009725	[[26..40]]	null	42	N	[Predictive biomarkers in bladder cancer].	[Predictive biomarkers in bladder cancer].||||||||In the last few years, significant progress has been achieved in the therapeutic options for advanced urothelial bladder cancer.||||The aim of this work was to give an overview of the status and future perspective of the therapeutic options in this setting. Its focus is on the discussion of tissue-based therapy-predictive markers, which are evaluated through (molecular) pathology and thereby strengthening the role of pathology itself.||||Current (clinical study) data, the literature, and our own expertise were considered and summarized in the areas of therapy prediction of platinum-based chemotherapy, immunotherapy, and other therapeutic approaches.||||Molecular subtypes exhibit a predictive value both in platinum-based chemotherapy as well as in immunotherapy. However, further work is required to elucidate the predictive role of molecular subtypes in both settings. Changes in the DNA damage repair enzyme (DDR) genes, ERCC2, and ERBB2 as well as differences in the expression of EMMPRIN, survivin, and HMGA2 show promising results as further markers of chemotherapy efficacy. In the prediction of immunotherapy success, this mainly relates to the evaluation of the tumor mutation burden (TMB), tumor neoantigen burden (TNB), APOBEC signatures (MSig1; 3A/3B), and CD8-positive T‑effector cell signature. When using the fibroblast growth factor receptor (FGFR) inhibitor erdafitinib, which has not yet been approved in Germany, the evaluation of specific FGFR mutations and/or gene fusions by a companion diagnostic test is mandatory in the USA.
952500966e2d66d1f2716a638cfface2d2e836b35a6052e4813ed11484127897	[RAS mutations at the _CHEMICAL_ _PHENOTYPE_ conference].	PMID:31754788	molecular	CHEBI:24433	[[22..31]]	tumor	HP:0002664	[[32..37]]	null	50	N	[RAS mutations at the molecular tumor conference].	[RAS mutations at the molecular tumor conference].||||||||Members of the rat sarcoma (RAS) gene family belong to the most frequently mutated genes that drive pathogenesis and therapy response. As the discovery of their malignant potential dates back more than three decades, cellular mutated RAS genes and their products belong to the best characterized cancer genes. Despite urgent clinical needs, RAS therapies are still elusive and limited to preclinical studies. However, very recently, novel and promising approaches have become a reality in clinical applications and trials. In the near future, interesting therapeutic options will emerge that are capable of targeting "undruggable" RAS. This will be even more important as the detection of RAS mutations has already been an integral part of routine molecular diagnostics for many years.
37f4c020e4bb376dca998ad999632a6c73d8d27391d2d916db04bcd1eb500f0c	5 _CHEMICAL_ in early screening of _PHENOTYPE_ cancer.	PMID:31762235	mRNA	CHEBI:33699	[[2..6]]	cervical	HP:0032535	[[29..37]]	null	45	N	5 mRNA in early screening of cervical cancer.	Gene in the Occurrence of Cervical Cancer].||||||||5 mRNA in early screening of cervical cancer.|||| 7in cervical tissues.||||7 mRNA expressions only increased in CIN Ⅲ and cervical cancer.||||5 gene is expected to be the target gene for early screening of cervical cancer.
db60aed5508647ff3207750a320fca06dcc4ab4b994af3246a30665cf511f1c0	A benign _CHEMICAL_ _PHENOTYPE_ that is asymptomatic majority of the time.	PMID:31247518	fatty	CHEBI:17855	[[9..14]]	tumor	HP:0002664	[[15..20]]	null	63	N	A benign fatty tumor that is asymptomatic majority of the time.	Simultaneous resection of a gastric submucosal lipoma in the setting of bariatric surgery: A case report and review of current literature.||||||||Gastric submucosal lipoma is an uncommon finding in the stomach. A benign fatty tumor that is asymptomatic majority of the time. However, symptomatic and bigger tumors can be difficult to manage surgically and require detailed surgical planning prior to proceeding with bariatric surgery.||||58year old female who presented for weight loss consultation. Underwent an esophagogastroduodenoscopy (EGD) that demonstrated a 3cm mass near the incisura. Endoscopic ultrasound (EUS) and biopsy demonstrated a submucosal lipoma. Due to the lipoma's location, resection was critical, as it would have led to obstructive symptoms following sleeve gastrectomy. The patient underwent a simultaneous laparoscopic vertical gastrectomy, gastric lipoma excision, EGD, and laparoscopic cholecystectomy DISCUSSION: Gastric lipomas are benign gastric submucosal tumors, representing less than 3% of all benign gastric neoplasms. Computer tomography and endoscopic ultrasound are important in establishing diagnosis. In current literature, excision with negative margins is standard of care, but small asymptomatic lesions can be followed without intervention.||||Gastric lipoma are a rare type of gastric submucosal tumors. Size is highly variable. Observation is a reasonable approach when small and asymptomatic, but multiple surgical modalities can be utilized to remove the tumor. Careful utilization of pre-operative imaging including EUS is critical in choosing the appropriate surgery if simultaneous bariatric management is undertaken.
6f3f3a0808ed7258ad049df115d7c8f1a54a4a213f9c100302137f62cffb90a7	Curcumin showed a sustained _PHENOTYPE_ of _CHEMICAL_ release.	PMID:31128180	drug	CHEBI:23888	[[36..40]]	mode	HP:0012826	[[28..32]]	null	49	N	Curcumin showed a sustained mode of drug release.	Biosynthesis and statistical optimization of polyhydroxyalkanoate (PHA) produced by Bacillus cereus VIT-SSR1 and fabrication of biopolymer films for sustained drug release.||||||||Polyhydroxyalkanoates are a fascinating group of biological polymers, which have attracted extensive attention. An effectual PHB accumulating Bacillus cereus strain VIT-SSR1 was isolated from industrial effluent contaminated site. Plackett-Burman design was used to screen the critical factors affecting PHA production. Response surface method was employed to evaluate the interactive effects between the independent variables. The Central composite design was performed to optimize the concentrations of Molasses, ammonium sulphate and initial pH. A PHA content of (1.42 ± 0.01) g/L and a maximum PHA yield of (40.3 ± 0.77) % was obtained on implementing the optimized conditions. The produced biopolymer was analysed using Fourier transform infrared spectroscopy (FT-IR) and Gas chromatography-mass spectrometry analysis(GC-MS) and the thermal properties of the biopolymer were evaluated by Thermogravimetric analysis (TGA), and from the Nuclear magnetic Resonance (NMR) analysis the biopolymer was identified to be polyhydroxybutyrate (PHB). PHB-chitosan blends were prepared and tested for biocompatibility by MTT assay on L929 mouse fibroblast cell lines. Curcumin, a well-known drug was loaded onto PHB-chitosan films and their drug release pattern was observed. Curcumin showed a sustained mode of drug release. PHB films are biocompatible and can act as a potent polymer matrix for drug release studies.
4d9c3918e819544143be3078c4e7ef6a3e8a579e40606bcff1e1974b990475af	Dystonia _PHENOTYPE_ and their _CHEMICAL_ pathways.	PMID:31112762	biological	CHEBI:24432	[[25..35]]	genes	HP:0012837	[[9..14]]	null	45	N	Dystonia genes and their biological pathways.	Dystonia genes and their biological pathways.||||||||The dystonias are a group of disorders characterized by excessive contraction of muscles leading to abnormal involuntary movements. The clinical manifestations are very heterogeneous, with numerous distinct syndromes. The etiologies for dystonia are also heterogeneous with idiopathic, acquired, and inherited forms. Technological advances in genetics over the past two decades have led to a rapid growth in the number of genes associated with dystonia. These genes encode proteins with very diverse biological functions. This review focusses on genes that have contributed to understanding shared biological pathways relevant to specific subgroups of dystonia syndromes. Although many potential shared biological pathways have been proposed, the ones addressed here include defects in dopamine signaling, mitochondrial dysfunction and energy maintenance, toxic accumulation of heavy metals in the brain, and calcium channels and abnormal calcium homeostasis. Elucidation of these and other shared pathways is important for understanding the biological basis for dystonia and for designing novel experimental therapeutics that have the broadest potential for multiple types of dystonia.
4e54c9ac187624146a65f014bb5310d6348f7f11b1064e387abb68cfcee2af37	Emerging roles of non-coding _CHEMICAL_ in _PHENOTYPE_.	PMID:31828859	RNAs	CHEBI:33697	[[29..33]]	scoliosis	HP:0002650	[[37..46]]	null	47	N	Emerging roles of non-coding RNAs in scoliosis.	Emerging roles of non-coding RNAs in scoliosis.||||||||Scoliosis, a complex three-dimensional deformity of the spine with the Cobb angle (a measure of the spinal lateral curvature) >10 degree, encompasses a spectrum of pathologies, including congenital, idiopathic, syndromic and neuromuscular aetiologies. The pathogenesis is multifactorial involving both environmental and genetic factors but the exact cellular and molecular mechanisms of disease development remain largely unknown. Emerging evidence showed that non-coding RNAs (ncRNAs), namely microRNAs, long ncRNAs and circular RNAs, are deregulated in many orthopaedic diseases, including scoliosis. Importantly, these deregulated ncRNAs functionally participate in the initiation and progression of scoliosis. Here, we review recent progress in ncRNA research on scoliosis.
3f5cbe16e7dca2d469b5151cb6c6ea916cc8aa50317c53f041b13c3be9380a96	_CHEMICAL_ phosphorylation is common in _PHENOTYPE_.	PMID:31545241	Histone	CHEBI:15358	[[0..7]]	tumors	HP:0002664	[[37..43]]	null	44	N	Histone phosphorylation is common in tumors.	PCAF regulates H3 phosphorylation and promotes autophagy in osteosarcoma cells.||||||||Osteosarcoma is one of malignant cancer. Histone phosphorylation is common in tumors. We explored the effects of p300-CBP-associated factor (PCAF) and phosphorylation of H3S28 in osteosarcoma cancer cell autophagy.||||Osteosarcoma cancer cell lines were collected and/or transfected with full length PCAF or interference miRNAs to mimic or silence of PCAF expression. Immunoprecipitation assay and GST pull down was used to target targeting PCAF or H3S28ph. H3-/- SNU-C1 cells were transfected with H3WT- or H3S28F-expressing or enhanced green fluorescent protein (EGFP)-tagged LC3 plasmids, in which H3 was tagged with HA. An in vitro kinase activity assay was performed to test whether recombinant full-length PCAF could phosphorylate H3 in the site of S28. The functions on autophagy was detected by number of autophagosomes, number of EGFP-LC3, LC3-II/I, percentage of degradation and expression of autophagy associated gene (ATG).||||PCAF positively regulated H3S28ph in osteosarcoma cancer cells; Immunoprecipitation assay and GST pull down demonstrated that PCAF could interact directly with H3 in osteosarcoma cancer cells. In addition, silence of PCAF inhibited the number of autophagosomes, number of EGFP-LC3, LC3-II/I, percentage of degradation and expression of ATG. Moreover, H3S28A (H3S28 mutation) impaired the promoting autophagy effects of PCAF. The PCAF-H3S28ph axis promoted osteosarcoma cancer autophagy viatranscriptional regulation of ATG genes.||||PCAF regulated H3S28 phosphorylation and their axis promotes autophagy in osteosarcoma cancer cells viatargeting ATG5 and ATG7.
250689f958fb58d23fa8963bb23c30285ea47024aef6c344e87f5787e567d54e	Mechanisms of acquired _PHENOTYPE_ _CHEMICAL_ resistance.	PMID:31442474	drug	CHEBI:23888	[[29..33]]	tumor	HP:0002664	[[23..28]]	null	45	N	Mechanisms of acquired tumor drug resistance.	Mechanisms of acquired tumor drug resistance.||||||||Systemic therapy often results in the reduction of tumor size but rarely succeeds in eradicating all cancer cells. Drug efflux, persistence of cancer stem cells (CSCs), epithelial-mesenchymal transition (EMT) and down-regulation of apoptosis are the most known general causes of therapy failure. Tumor escape from targeted compounds often involves pathway-specific mechanisms, which result in the restoration of the affected signaling cascade. The acquisition of drug resistance is mediated by mutations, changes in gene expression, alternative splicing, post-translational protein modifications, etc. Development of resistance to therapy may not necessary involve the emergence of new tumor clones: multiple studies demonstrate that even chemonaive neoplasms already have a small population of cells, which are capable of surviving therapeutic pressure and facilitating the disease progression. Use of combinations of cancer drugs, sequential therapy, adaptive therapy and topical ablation of drug-resistant malignant lumps may help to prolong the time to treatment failure. Many studies on mechanisms of drug resistance rely on the use of cell cultures and animal models. The development of approaches that allow efficient monitoring of the evolution of tumor phenotype in clinical setting presents a challenge.
29a8c7fb15e8ffd8367a748f6bc938507acf49a3025234a0a45dfd17a054f471	_PHENOTYPE_ genomics in the modern _CHEMICAL_ era.	PMID:31799776	molecular	CHEBI:24433	[[39..48]]	Medulloblastoma	HP:0002885	[[0..15]]	null	53	N	Medulloblastoma genomics in the modern molecular era.	Medulloblastoma genomics in the modern molecular era.||||||||Medulloblastoma (MB) represents a spectrum of biologically and clinically distinct entities. Initially described histopathologically as a small, round blue cell tumor arising in the cerebellum, MB has emerged as a paradigm for molecular classification in cancer. Recent advances in genomic, transcriptomic and epigenomic profiling of MB have further refined molecular classification and complemented conventional histopathological diagnosis. Herein, we review the main clinical and molecular features of the four consensus subgroups of MB (WNT, SHH, Group 3 and Group 4). We also highlight hereditary predisposition syndromes associated with increased risk of MB. Finally, we explore advances in the classification of the consensus molecular groups while also presenting cutting-edge frontiers in identifying intratumoral heterogeneity and cellular origins of MB.
237c7b2721c50fe2b961e954ff4245228cf96c20f47e5164ce8c4a7362c4c531	Origins of _CHEMICAL_ methylation defects in _PHENOTYPE_.	PMID:31103718	DNA	CHEBI:16991	[[11..14]]	Wilms tumors	HP:0002667	[[38..50]]	null	51	N	Origins of DNA methylation defects in Wilms tumors.	Origins of DNA methylation defects in Wilms tumors.||||||||Wilms tumor is an embryonic renal cancer that typically presents in early childhood and accounts for 7% of all paediatric cancers. Different genetic alterations have been described in this malignancy, however, only a few of them are associated with a majority of Wilms tumors. Alterations in DNA methylation, in contrast, are frequent molecular defects observed in most cases of Wilms tumors. How these epimutations are established in this tumor is not yet completely clear. The recent identification of the molecular actors required for the epigenetic reprogramming during embryogenesis suggests novel possible mechanisms responsible for the DNA methylation defects in Wilms tumor. Here, we provide an overview of the DNA methylation alterations observed in this malignancy and discuss the distinct molecular mechanisms by which these epimutations can arise.
2054bcac81f5eb53fdf950ad6e03fcc03f7c0ee479f18294d034a358ba03ceae	T cells against _PHENOTYPE_-associated _CHEMICAL_.	PMID:31355488	antigens	CHEBI:59132	[[33..41]]	tumor	HP:0002664	[[16..21]]	null	42	N	T cells against tumor-associated antigens.	STING pathway agonism as a cancer therapeutic.|||||||| T cells against tumor-associated antigens. STING agonists are therefore being developed as a novel cancer therapeutic, and a greater understanding of STING pathway regulation is leading to a broadened list of candidate immune regulatory targets. Early phase clinical trials of intratumoral STING agonists are already showing promise, alone and in combination with checkpoint blockade. Further advancement will derive from a deeper understanding of STING pathway biology as well as mechanisms of response vs resistance in individual cancer patients.
f466f1434114b2f7602d86e7f87ca7a5099cb8b79b5118bfae1f4405de4fb052	The emerging role of circular _CHEMICAL_ in _PHENOTYPE_.	PMID:31160488	RNAs	CHEBI:33697	[[30..34]]	breast cancer	HP:0003002	[[38..51]]	null	52	N	The emerging role of circular RNAs in breast cancer.	The emerging role of circular RNAs in breast cancer.||||||||Breast cancer (BCa) is one of the most frequently diagnosed cancers and leading cause of cancer deaths among females worldwide. Circular RNAs (circRNAs) are a new class of endogenous regulatory RNAs characterized by circular shape resulting from covalently closed continuous loops that are capable of regulating gene expression at transcription or post-transcription levels. With the unique structures, circRNAs are resistant to exonuclease RNase R and maintain stability more easily than linear RNAs. Recently, an increasing number of circRNAs are discovered and reported to show different expression in BCa and these dysregulated circRNAs were correlated with patients' clinical characteristics and grade in the progression of BCa. CircRNAs participate in the bioprocesses of carcinogenesis of BCa, including cell proliferation, apoptosis, cell cycle, tumorigenesis, vascularization, cell invasion, migration as well as metastasis. Here we concentrated on biogenesis and function of circRNAs, summarized their implications in BCa and discussed their potential as diagnostic and therapeutic targets for BCa.
